borrower_id,business_name,gstin,sector,cluster,turnover_band,language,base_monthly_turnover,gst_filed_on_time_pct,gst_avg_declared_turnover,gst_max_declared_turnover,gst_min_declared_turnover,gst_avg_delay_days,upi_avg_monthly_inflow,upi_inflow_trend_pct,upi_avg_txn_count,eway_avg_dispatch_count,eway_dispatch_momentum_pct,eway_avg_dispatch_value,aa_avg_monthly_credit,aa_avg_monthly_debit,aa_avg_closing_balance,aa_net_monthly_flow,aa_bounce_count_6m,bureau_has_file,bureau_score,cash_flow_score,risk_band,sanctioned_limit,interest_rate_pct,processing_fee_pct,apr_pct
216,Malhotra Spice Traders #216,07ABCDE1216F1Z0,Trading,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,327816,83.3,304148,401569,251763,2.8,322929,75.9,761,142.2,-8.5,224322,311324,193432,88858,117892,1,True,727,79.3,B,656000.0,18.0,1.5,19.5
217,Chaudhary Fertilizer Depot #217,07ABCDE1217F1Z1,Trading,Gujarat - Morbi,> Rs 5Cr,Marwari,1059350,91.7,1132472,1296001,909146,0.3,994905,-15.5,795,109.0,12.5,760512,1030553,612899,141715,417654,1,False,792,69.5,B,2119000.0,18.0,1.5,19.5
218,Iyer Metal Works #218,07ABCDE1218F1Z2,Trading,UP - Moradabad,Rs 1-3Cr,English,415431,91.7,403318,513661,317783,0.8,445634,-23.9,701,213.8,-7.7,295843,317027,387440,52316,-70413,0,False,769,60.6,C,415000.0,24.0,2.0,26.0
219,Yadav Food Processing #219,07ABCDE1219F1Z3,Trading,UP - Moradabad,Rs 1-3Cr,Marwari,2661517,100.0,2800395,3168167,2429282,0.0,2461051,-14.1,794,171.7,985.7,1876742,1819672,2095177,1025922,-275505,0,False,,75.4,B,5323000.0,18.0,1.5,19.5
220,Desai Ceramics #220,07ABCDE1220F1Z4,Trading,Rajasthan - Bhilwara,> Rs 5Cr,Hindi,648924,91.7,659643,803696,554326,1.3,638293,-12.4,533,191.2,-40.3,415117,564626,332707,163456,231919,0,False,,70.3,B,1298000.0,18.0,1.5,19.5
221,Chaudhary Plastics #221,07ABCDE1221F1Z5,Trading,Gujarat - Morbi,Rs 40L-1Cr,Marwari,3078532,66.7,3113210,3799777,2370187,2.8,3156435,-25.0,603,172.3,-44.2,2007390,2046602,2329492,921688,-282890,0,True,,55.8,C,3079000.0,24.0,2.0,26.0
222,Jain Cloth House #222,07ABCDE1222F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Marwari,635909,66.7,627172,750558,479748,3.1,714084,-0.9,596,172.2,55.9,415230,535800,566035,206404,-30235,0,True,754,69.1,B,1272000.0,18.0,1.5,19.5
223,Yadav Grains #223,07ABCDE1223F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,English,2665834,83.3,2770965,3263641,2040581,1.0,2792095,7.6,587,179.8,27.6,1896401,2236912,2136287,417218,100625,0,True,725,71.5,B,5332000.0,18.0,1.5,19.5
224,Bansal Fertilizer Depot #224,07ABCDE1224F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,English,641617,100.0,642554,780887,482260,0.0,653095,-1.1,842,108.3,4.9,412283,622560,519084,103600,103476,2,True,,68.1,B,1283000.0,18.0,1.5,19.5
225,Patel Ceramics #225,07ABCDE1225F1Z0,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,English,1074582,91.7,1069367,1331768,854925,1.2,925605,13.6,682,232.3,17.0,681146,653653,782727,232507,-129074,0,False,,73.1,B,2149000.0,18.0,1.5,19.5
226,Reddy Metal Works #226,07ABCDE1226F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,English,1467899,91.7,1434687,1832744,1116982,1.2,1293465,6.1,583,142.2,-78.2,979193,934917,768395,435065,166522,1,True,695,65.6,B,2936000.0,18.0,1.5,19.5
227,Chaudhary Packaging Co #227,07ABCDE1227F1Z2,Micro-Manufacturing,UP - Moradabad,> Rs 5Cr,Marwari,222065,91.7,214700,256232,186415,0.3,217761,28.3,633,186.0,312.7,164756,174687,175722,56825,-1035,1,True,753,79.5,B,444000.0,18.0,1.5,19.5
228,Verma Kirana Wholesale #228,07ABCDE1228F1Z3,Micro-Manufacturing,UP - Moradabad,< Rs 40L,English,679488,91.7,693964,816630,557966,1.2,709161,-6.6,656,191.5,-79.5,487900,643782,486347,139801,157435,0,True,,70.9,B,1359000.0,18.0,1.5,19.5
229,Patel Spice Traders #229,07ABCDE1229F1Z4,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Marwari,2795240,91.7,2759947,3156514,2310727,1.1,2169482,3.9,638,116.5,-82.9,1890751,2216809,1480750,672232,736059,3,True,,63.3,C,2795000.0,24.0,2.0,26.0
230,Rathi Steel Traders #230,07ABCDE1230F1Z5,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Gujarati,1232480,100.0,1217686,1479793,938056,0.0,1268904,20.1,721,142.2,3.0,832778,972759,633208,469917,339551,0,False,775,82.7,A,3697000.0,14.0,1.0,15.0
231,Bansal Food Processing #231,07ABCDE1231F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,Gujarati,1170205,83.3,1142179,1453219,925813,1.6,1283235,62.1,496,217.2,-43.4,717478,1065389,856240,291292,209149,0,False,,77.2,B,2340000.0,18.0,1.5,19.5
232,Chaudhary Timber Traders #232,07ABCDE1232F1Z7,Trading,Rajasthan - Bhilwara,Rs 1-3Cr,English,1381671,91.7,1342393,1678642,1061674,0.3,1396757,-33.9,578,220.7,7.7,993613,1358494,1158090,498009,200404,0,True,,69.8,B,2763000.0,18.0,1.5,19.5
233,Iyer Cloth House #233,07ABCDE1233F1Z8,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Hindi,326267,100.0,344434,392712,245146,0.0,297001,-33.4,620,163.2,-84.8,268391,282995,248225,71270,34770,0,False,,64.5,C,326000.0,24.0,2.0,26.0
234,Verma Packaging Co #234,07ABCDE1234F1Z0,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,Marwari,469210,75.0,490999,575391,370600,3.4,434135,-35.1,688,140.7,-89.3,328499,293909,397257,153682,-103348,0,False,736,52.5,C,469000.0,24.0,2.0,26.0
235,Iyer Agri Traders #235,07ABCDE1235F1Z1,Trading,UP - Moradabad,> Rs 5Cr,Hindi,2951788,91.7,3190306,3678109,2718746,0.5,3088283,68.7,792,182.2,-26.3,1712247,2555752,1970737,595132,585015,1,False,,81.9,A,8855000.0,14.0,1.0,15.0
236,Verma Ceramics #236,07ABCDE1236F1Z2,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,2636742,91.7,2822176,3294979,2020377,0.8,2716677,-8.2,471,161.3,91.0,1966798,1666065,2164148,1003445,-498083,2,False,726,59.9,C,2637000.0,24.0,2.0,26.0
237,Desai Food Processing #237,07ABCDE1237F1Z3,Trading,Gujarat - Morbi,Rs 40L-1Cr,English,2909422,66.7,2741235,3378094,2187899,2.7,2614351,26.7,732,165.7,-29.4,2236380,2042413,2247136,292210,-204723,0,True,682,63.2,C,2909000.0,24.0,2.0,26.0
238,Mehta Spice Traders #238,07ABCDE1238F1Z4,Trading,Gujarat - Morbi,Rs 1-3Cr,Marwari,3132436,91.7,3016332,3515971,2370878,0.6,2876491,-42.2,740,166.7,60.8,1885094,2843066,2233286,1029913,609780,0,False,,74.1,B,6265000.0,18.0,1.5,19.5
239,Agarwal Cloth House #239,07ABCDE1239F1Z5,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,Hindi,1788273,91.7,1714551,2065196,1429576,0.3,1756319,-10.2,427,193.2,244.7,1247084,1709772,1155442,639019,554330,0,True,,77.4,B,3577000.0,18.0,1.5,19.5
240,Gupta Food Processing #240,07ABCDE1240F1Z6,Trading,UP - Moradabad,Rs 40L-1Cr,English,582820,75.0,533216,721509,440523,2.8,636155,0.2,682,153.8,45.8,389768,372424,455906,62016,-83482,0,False,,64.1,C,583000.0,24.0,2.0,26.0
241,Shah Plastics #241,07ABCDE1241F1Z7,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,English,1387319,91.7,1280294,1651025,1064857,1.0,1462454,-16.4,743,142.0,-58.9,985304,896400,1127242,513653,-230842,0,True,678,57.9,C,1387000.0,24.0,2.0,26.0
242,Rathi Auto Parts #242,07ABCDE1242F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,English,371592,100.0,350110,447397,303995,0.0,374285,57.2,508,113.7,722.2,247508,231464,291283,145141,-59819,0,False,,77.8,B,743000.0,18.0,1.5,19.5
243,Gupta Auto Parts #243,07ABCDE1243F1Z0,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Hindi,506685,83.3,501556,588858,380721,1.2,476387,-2.5,602,120.8,-86.4,373663,461815,470658,180808,-8843,0,False,,63.9,C,507000.0,24.0,2.0,26.0
244,Sharma Agri Traders #244,07ABCDE1244F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,Marwari,2481166,100.0,2563089,3054503,2093712,0.0,2453477,44.3,717,123.7,-33.3,1791464,2271417,2045735,522817,225682,0,False,,78.9,B,4962000.0,18.0,1.5,19.5
245,Agarwal Electricals #245,07ABCDE1245F1Z2,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Marwari,3472282,91.7,3490005,4309622,2669387,0.9,3222912,-8.6,666,128.0,-69.3,2379757,2532016,2088830,1266392,443186,2,True,779,63.7,C,3472000.0,24.0,2.0,26.0
246,Reddy Kirana Wholesale #246,07ABCDE1246F1Z3,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,Gujarati,3416999,83.3,3564526,4203538,2585165,0.6,3135281,-30.9,643,177.5,105.1,2296096,2378425,2131383,687870,247042,0,False,,70.5,B,6834000.0,18.0,1.5,19.5
247,Mehta Plastics #247,07ABCDE1247F1Z4,Trading,Rajasthan - Bhilwara,< Rs 40L,English,2794416,83.3,2815828,3407574,2125508,1.2,2728012,26.6,664,187.5,-84.8,2024817,2016457,2094523,944913,-78066,3,True,,62.6,C,2794000.0,24.0,2.0,26.0
248,Shah Plastics #248,07ABCDE1248F1Z5,Trading,Rajasthan - Bhilwara,< Rs 40L,Marwari,1130407,83.3,1122158,1409159,884453,2.0,1085112,-33.5,752,151.3,-45.6,794371,872617,852057,438810,20560,0,True,,62.2,C,1130000.0,24.0,2.0,26.0
249,Rathi Metal Works #249,07ABCDE1249F1Z6,Trading,UP - Moradabad,> Rs 5Cr,Gujarati,3353574,91.7,3518025,4183066,2712714,0.8,3190866,-32.3,742,138.3,-55.6,2466074,3094989,2150186,674255,944803,2,False,718,60.0,C,3354000.0,24.0,2.0,26.0
250,Sharma Metal Works #250,07ABCDE1250F1Z7,Trading,Gujarat - Morbi,Rs 3-5Cr,Marwari,2285031,75.0,2294842,2854510,1714890,3.1,2348957,45.1,691,136.8,8.7,1588858,1781433,1286195,504913,495238,2,True,738,73.3,B,4570000.0,18.0,1.5,19.5
251,Gupta Auto Parts #251,07ABCDE1251F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,Hindi,1762597,83.3,1753677,2177069,1341984,0.9,1827569,-29.6,610,187.3,-48.0,1227748,1569406,1015100,482320,554306,0,True,,65.5,B,3525000.0,18.0,1.5,19.5
252,Rathi Packaging Co #252,07ABCDE1252F1Z0,Trading,UP - Moradabad,Rs 1-3Cr,Hindi,1141984,83.3,1214288,1379043,1005573,1.1,1276693,-12.3,776,197.3,4.3,812798,1108686,632142,278068,476544,0,True,,75.8,B,2284000.0,18.0,1.5,19.5
253,Iyer Textiles #253,07ABCDE1253F1Z1,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,English,1727548,83.3,1707306,2152655,1386271,1.4,2015967,-4.9,413,185.8,39.9,1322129,1457863,1294094,206969,163769,0,False,779,68.2,B,3455000.0,18.0,1.5,19.5
254,Kapoor Ceramics #254,07ABCDE1254F1Z2,Micro-Manufacturing,Gujarat - Morbi,Rs 3-5Cr,English,1136839,91.7,1127473,1400314,867532,1.2,1184073,-7.5,508,128.2,133.3,771856,1091259,658409,368269,432850,2,False,,69.4,B,2274000.0,18.0,1.5,19.5
255,Pillai Auto Parts #255,07ABCDE1255F1Z3,Trading,UP - Moradabad,Rs 3-5Cr,Marwari,738688,100.0,712629,895205,583418,0.0,708381,-23.1,775,166.7,149.3,535053,537895,531482,224583,6413,1,False,,72.6,B,1477000.0,18.0,1.5,19.5
256,Nair Textiles #256,07ABCDE1256F1Z4,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Marwari,841283,83.3,810063,989163,650686,2.7,763411,24.4,561,136.2,-1.7,581562,792977,552506,125213,240471,0,False,759,73.0,B,1683000.0,18.0,1.5,19.5
257,Kapoor Packaging Co #257,07ABCDE1257F1Z5,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Marwari,3473128,91.7,3656446,4155894,2844872,0.2,3564157,16.9,475,115.5,360.3,2391232,2367410,2725892,926157,-358482,0,False,,72.1,B,6946000.0,18.0,1.5,19.5
258,Chaudhary Plastics #258,07ABCDE1258F1Z6,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,Hindi,754283,100.0,736584,939256,568112,0.0,736675,51.2,340,201.2,-72.1,480005,505955,438464,154647,67491,0,False,793,77.6,B,1509000.0,18.0,1.5,19.5
259,Sharma Electricals #259,07ABCDE1259F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Marwari,1514970,75.0,1493811,1860906,1244128,2.0,1678558,-3.5,592,171.2,-41.5,1090621,1299605,1260003,552588,39602,0,True,,65.4,B,3030000.0,18.0,1.5,19.5
260,Yadav Hardware Store #260,07ABCDE1260F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Marwari,2713612,75.0,2763741,3325851,2073305,3.0,2807341,-33.0,591,220.0,-21.6,1949618,2320059,1838351,320923,481708,1,True,660,55.8,C,2714000.0,24.0,2.0,26.0
261,Iyer Cloth House #261,07ABCDE1261F1Z0,Trading,Gujarat - Morbi,Rs 40L-1Cr,Hindi,2857032,83.3,3000947,3469204,2259926,1.0,2852925,-13.4,598,130.8,170.0,1820162,1862216,1660844,389376,201372,1,False,785,66.6,B,5714000.0,18.0,1.5,19.5
262,Patel Kirana Wholesale #262,07ABCDE1262F1Z1,Trading,UP - Moradabad,Rs 3-5Cr,Hindi,1381498,75.0,1454039,1714427,1157790,1.8,1623011,0.8,608,174.0,137.2,938560,1127103,931566,454197,195537,0,True,,76.2,B,2763000.0,18.0,1.5,19.5
263,Yadav Hardware Store #263,07ABCDE1263F1Z2,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Hindi,1921924,83.3,1897134,2357157,1448724,1.8,1992284,-24.5,725,142.7,175.9,1273114,1155254,999122,226440,156132,0,True,,69.3,B,3844000.0,18.0,1.5,19.5
264,Singh Agri Traders #264,07ABCDE1264F1Z3,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,English,2034608,83.3,1959062,2517014,1569141,0.5,1949906,-36.9,708,192.3,-50.6,1345410,1348200,1758795,776451,-410595,2,True,761,51.8,C,2035000.0,24.0,2.0,26.0
265,Reddy Textiles #265,07ABCDE1265F1Z4,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,729745,75.0,764546,890827,559015,3.9,635899,55.0,758,207.2,4.5,557120,600300,460963,162927,139337,0,False,,83.7,A,2189000.0,14.0,1.0,15.0
266,Shah Kirana Wholesale #266,07ABCDE1266F1Z5,Trading,UP - Moradabad,Rs 3-5Cr,Gujarati,1191201,91.7,1216650,1486422,902132,1.2,1046150,10.2,646,219.0,-39.4,934160,956876,1032644,423376,-75768,3,True,727,60.3,C,1191000.0,24.0,2.0,26.0
267,Mehta Electricals #267,07ABCDE1267F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Marwari,2339201,91.7,2234751,2796503,1767890,0.5,2372781,4.2,837,162.7,52.2,1400051,2245246,1845739,358152,399507,0,True,792,80.2,A,7018000.0,14.0,1.0,15.0
268,Pillai Food Processing #268,07ABCDE1268F1Z7,Trading,Gujarat - Morbi,Rs 3-5Cr,Hindi,2587032,83.3,2525470,3147664,1973415,1.8,2210675,-1.1,729,147.8,-78.3,1721672,1628643,2456179,346361,-827536,2,True,,53.2,C,2587000.0,24.0,2.0,26.0
269,Mehta Ceramics #269,07ABCDE1269F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Marwari,1125800,91.7,1147354,1396562,964441,0.8,1216110,8.2,417,145.0,-16.8,782676,1089376,880336,432482,209040,0,True,,71.8,B,2252000.0,18.0,1.5,19.5
270,Bansal Timber Traders #270,07ABCDE1270F1Z0,Micro-Manufacturing,UP - Moradabad,< Rs 40L,Gujarati,2529098,75.0,2382186,3021202,1985827,2.2,2400552,-1.0,587,153.5,363.0,1794642,1794619,2292281,906603,-497662,0,False,,65.4,B,5058000.0,18.0,1.5,19.5
271,Shah Packaging Co #271,07ABCDE1271F1Z1,Micro-Manufacturing,UP - Moradabad,< Rs 40L,Hindi,1470147,91.7,1550275,1758636,1123847,1.1,1241305,-18.8,701,163.3,-69.2,1048892,1047291,1385719,187723,-338428,2,True,714,50.7,C,1470000.0,24.0,2.0,26.0
272,Singh Steel Traders #272,07ABCDE1272F1Z2,Trading,UP - Moradabad,Rs 40L-1Cr,English,604443,91.7,599521,753026,457448,1.4,618954,51.0,785,170.2,-24.4,390642,526063,418973,115842,107090,0,True,,82.5,A,1813000.0,14.0,1.0,15.0
273,Rathi Spice Traders #273,07ABCDE1273F1Z3,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Hindi,796609,100.0,832771,969733,665057,0.0,895146,-31.1,527,140.0,273.0,541351,481730,705817,285956,-224087,1,True,,61.7,C,797000.0,24.0,2.0,26.0
274,Kapoor Cloth House #274,07ABCDE1274F1Z4,Trading,Gujarat - Morbi,< Rs 40L,English,1932514,83.3,1910181,2372655,1591506,2.6,2184061,1.7,557,160.8,34.2,1410733,1294807,1081223,311367,213584,0,False,,72.6,B,3865000.0,18.0,1.5,19.5
275,Yadav Hardware Store #275,07ABCDE1275F1Z5,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Hindi,622822,91.7,619835,773959,471757,1.4,604954,-13.1,560,111.7,-46.2,459295,450756,554224,172279,-103468,1,True,,54.0,C,623000.0,24.0,2.0,26.0
276,Desai Timber Traders #276,07ABCDE1276F1Z6,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,1702136,66.7,1731787,2116420,1315816,4.7,1494481,7.6,637,208.8,-20.6,1229580,1698736,1356917,418025,341819,0,False,,68.7,B,3404000.0,18.0,1.5,19.5
277,Singh Auto Parts #277,07ABCDE1277F1Z7,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Gujarati,2538025,83.3,2455193,3021746,1922163,2.8,2623549,-40.5,659,176.2,-64.0,1645080,2346315,2275945,949281,70370,0,True,,59.3,C,2538000.0,24.0,2.0,26.0
278,Jain Spice Traders #278,07ABCDE1278F1Z8,Trading,Gujarat - Morbi,< Rs 40L,Gujarati,2188878,91.7,2244975,2654387,1661426,1.2,2061673,41.7,621,176.7,198.5,1406874,1874975,1836197,257632,38778,0,False,,79.3,B,4378000.0,18.0,1.5,19.5
279,Iyer Light Engineering #279,07ABCDE1279F1Z0,Trading,Gujarat - Morbi,Rs 1-3Cr,Marwari,929846,75.0,896385,1156716,717664,4.0,973112,-1.6,913,151.2,-13.6,659997,681499,529247,309085,152252,0,False,667,71.8,B,1860000.0,18.0,1.5,19.5
280,Pillai Auto Parts #280,07ABCDE1280F1Z1,Trading,UP - Moradabad,< Rs 40L,Hindi,1223882,91.7,1194001,1518468,1010549,1.2,1318123,-12.4,792,139.8,-87.8,880508,999099,795508,403511,203591,0,False,657,71.3,B,2448000.0,18.0,1.5,19.5
281,Sharma Cloth House #281,07ABCDE1281F1Z2,Trading,UP - Moradabad,< Rs 40L,Marwari,2090703,75.0,2133493,2611508,1587989,2.7,2081982,-27.2,552,204.0,24.7,1364066,1960682,1481603,554503,479079,2,True,743,62.7,C,2091000.0,24.0,2.0,26.0
282,Yadav Light Engineering #282,07ABCDE1282F1Z3,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,English,1357312,83.3,1393903,1676168,1026266,1.6,1280155,13.8,654,192.2,43.3,953930,1300543,1287074,339716,13469,0,False,705,75.2,B,2715000.0,18.0,1.5,19.5
283,Shah Spice Traders #283,07ABCDE1283F1Z4,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Hindi,236030,91.7,222838,293310,177350,0.6,231401,20.4,496,120.0,-91.5,146890,205661,219734,88997,-14073,0,True,792,67.9,B,472000.0,18.0,1.5,19.5
284,Shah Packaging Co #284,07ABCDE1284F1Z5,Trading,Gujarat - Morbi,< Rs 40L,Gujarati,867192,91.7,833381,1034015,670524,1.7,808388,-12.0,624,91.0,169.6,632435,825818,655630,207367,170188,3,False,747,62.9,C,867000.0,24.0,2.0,26.0
285,Malhotra Kirana Wholesale #285,07ABCDE1285F1Z6,Trading,UP - Moradabad,Rs 1-3Cr,English,1141253,100.0,1144374,1423957,856635,0.0,1063389,46.6,587,102.2,135.2,840100,811201,937513,165230,-126312,2,False,,70.4,B,2283000.0,18.0,1.5,19.5
286,Mehta Ceramics #286,07ABCDE1286F1Z7,Trading,UP - Moradabad,> Rs 5Cr,Marwari,323765,75.0,337089,403195,279125,1.9,292413,-12.2,566,188.2,237.1,244098,248351,303164,70573,-54813,3,True,,55.8,C,324000.0,24.0,2.0,26.0
287,Jain Grains #287,07ABCDE1287F1Z8,Trading,Rajasthan - Bhilwara,> Rs 5Cr,English,1668551,100.0,1523978,2068750,1258534,0.0,1695423,-3.5,562,168.3,-26.9,1197843,1135290,1088689,286701,46601,0,True,767,70.0,B,3337000.0,18.0,1.5,19.5
288,Rathi Ceramics #288,07ABCDE1288F1Z0,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Hindi,1093352,83.3,1106394,1339008,862407,1.4,1115123,-14.1,746,153.7,-26.6,676508,1012341,637877,240242,374464,0,True,,70.4,B,2187000.0,18.0,1.5,19.5
289,Verma Plastics #289,07ABCDE1289F1Z1,Trading,Gujarat - Morbi,Rs 40L-1Cr,Hindi,1154657,100.0,1048339,1377581,873813,0.0,1156489,32.9,551,169.8,-46.9,783274,1111169,991711,205446,119458,1,True,662,67.9,B,2309000.0,18.0,1.5,19.5
290,Pillai Food Processing #290,07ABCDE1290F1Z2,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,English,3050365,75.0,3111747,3788680,2457793,2.4,2961821,7.3,495,132.2,45.2,2310724,2291536,1999936,954020,291600,0,False,656,71.9,B,6101000.0,18.0,1.5,19.5
291,Patel Plastics #291,07ABCDE1291F1Z3,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Gujarati,3166277,100.0,3173195,3789434,2579253,0.0,2989616,24.1,836,88.0,-12.2,2110796,2970375,2756662,842503,213713,2,True,696,69.1,B,6333000.0,18.0,1.5,19.5
292,Mehta Ceramics #292,07ABCDE1292F1Z4,Trading,Rajasthan - Bhilwara,< Rs 40L,Gujarati,3418833,91.7,3420843,4243577,2592992,1.7,3320049,48.7,777,162.3,24.7,2052728,2815601,2178482,467037,637119,0,False,668,84.8,A,10256000.0,14.0,1.0,15.0
293,Desai Packaging Co #293,07ABCDE1293F1Z5,Micro-Manufacturing,UP - Moradabad,< Rs 40L,English,2934892,83.3,2845104,3548742,2306855,0.5,2910931,-34.0,647,116.2,42.2,2099010,2265732,2717668,648787,-451936,0,True,,61.5,C,2935000.0,24.0,2.0,26.0
294,Reddy Light Engineering #294,07ABCDE1294F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Gujarati,1938293,91.7,2001808,2365400,1481164,0.2,1742155,-27.0,730,184.8,209.8,1427800,1383237,975154,222869,408083,0,True,,74.9,B,3877000.0,18.0,1.5,19.5
295,Mehta Light Engineering #295,07ABCDE1295F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,Hindi,2550802,75.0,2645937,3176523,2307850,3.3,2540664,-28.7,555,196.7,-25.3,1900196,1886247,1598745,758194,287502,0,True,724,63.6,C,2551000.0,24.0,2.0,26.0
296,Rathi Agri Traders #296,07ABCDE1296F1Z8,Trading,Gujarat - Morbi,> Rs 5Cr,English,1808939,100.0,1728397,2113538,1372239,0.0,1631817,-26.4,673,193.2,509.3,1329824,1180811,1537572,201131,-356761,0,False,727,65.9,B,3618000.0,18.0,1.5,19.5
297,Shah Hardware Store #297,07ABCDE1297F1Z0,Trading,Gujarat - Morbi,Rs 1-3Cr,English,2526381,75.0,2357424,3121157,1963765,3.8,2098539,-9.2,705,136.7,-24.8,1579699,1750267,1775649,691808,-25382,0,True,751,64.2,C,2526000.0,24.0,2.0,26.0
298,Agarwal Grains #298,07ABCDE1298F1Z1,Micro-Manufacturing,UP - Moradabad,< Rs 40L,English,2536898,83.3,2487148,2993990,1950290,0.8,2338117,-31.4,524,99.5,9.2,1693862,1956228,1789356,963626,166872,0,True,,63.4,C,2537000.0,24.0,2.0,26.0
299,Patel Food Processing #299,07ABCDE1299F1Z2,Trading,Rajasthan - Bhilwara,> Rs 5Cr,Hindi,1315991,100.0,1300006,1644595,1031803,0.0,1396953,-10.7,744,190.7,12.9,913876,1248821,918979,442944,329842,0,False,,79.2,B,2632000.0,18.0,1.5,19.5
300,Singh Auto Parts #300,07ABCDE1300F1Z3,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Gujarati,2603387,91.7,2547418,3176768,2082357,0.2,2764557,-0.9,566,131.3,268.9,1908321,2341422,1594308,695799,747114,0,False,688,77.7,B,5207000.0,18.0,1.5,19.5
301,Malhotra Food Processing #301,07ABCDE1301F1Z4,Trading,Gujarat - Morbi,Rs 1-3Cr,Hindi,3023514,91.7,3146480,3662153,2299094,1.2,2950187,1.3,740,170.7,100.0,2065695,1835317,1621356,664599,213961,0,False,657,79.4,B,6047000.0,18.0,1.5,19.5
302,Sharma Auto Parts #302,07ABCDE1302F1Z5,Trading,Gujarat - Morbi,Rs 1-3Cr,Gujarati,449204,91.7,422926,545544,346345,1.5,385387,-18.3,425,142.3,-29.7,365518,366249,400410,118155,-34161,0,True,,59.4,C,449000.0,24.0,2.0,26.0
303,Singh Timber Traders #303,07ABCDE1303F1Z6,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Hindi,2483173,100.0,2589689,3090087,1915246,0.0,2416316,-34.3,606,136.7,827.6,1638706,2400767,1876678,890370,524089,2,False,764,68.0,B,4966000.0,18.0,1.5,19.5
304,Rathi Food Processing #304,07ABCDE1304F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,English,2883376,83.3,2659732,3512306,2168080,1.5,2963478,-36.7,724,186.8,-48.8,2112546,2287846,2609621,360394,-321775,0,False,788,55.8,C,2883000.0,24.0,2.0,26.0
305,Sharma Kirana Wholesale #305,07ABCDE1305F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,Marwari,1970552,91.7,1910915,2405033,1540282,1.3,2086261,21.9,635,172.3,36.7,1552704,1512595,1741875,577323,-229280,0,False,695,74.9,B,3941000.0,18.0,1.5,19.5
306,Shah Auto Parts #306,07ABCDE1306F1Z0,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Hindi,2389198,91.7,2333874,2831053,1904430,1.2,2246963,-7.3,865,141.2,-48.3,1828381,1665301,2096528,610909,-431227,0,False,787,63.3,C,2389000.0,24.0,2.0,26.0
